EMISSAO;FILIAL;ROMANEIO_PRODUTO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;DESC_COR_PRODUTO;QTDE_TOTAL;TIPO_ENTRADA;TIPO_ROMANEIO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;LINHA;COLECAO
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;28.45.207   ;TAG PARA ALÇA NERD                      ;06        ;PRETO                    ;14;1;TRANSFERENCIA ENTRE LOJAS;ALCAS                    ;TAG                      ;ELETRONICOS              ;105   
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;28.48.197   ;CP BASIC IP13                           ;06        ;PRETO                    ;3;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;N4.07.0008  ;CP BRACKET CAMERA IP14                  ;06        ;PRETO                    ;2;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;N4.07.0008  ;CP BRACKET CAMERA IP14                  ;07        ;CINZA                    ;2;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;N4.26.0055  ;CP BRACKET MAGSAFE IP14                 ;03        ;AZUL                     ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;N4.26.0055  ;CP BRACKET MAGSAFE IP14                 ;04        ;VERDE                    ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;N4.26.0055  ;CP BRACKET MAGSAFE IP14                 ;06        ;PRETO                    ;4;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;N4.26.0055  ;CP BRACKET MAGSAFE IP14                 ;07        ;CINZA                    ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;N4.26.0055  ;CP BRACKET MAGSAFE IP14                 ;18        ;ROXO                     ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;X2.03.0017  ;ALÇA NERD CHEVRON                       ;03        ;AZUL                     ;5;1;TRANSFERENCIA ENTRE LOJAS;ALCAS                    ;UNIVERSAL                ;ELETRONICOS              ;105   
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;X2.03.0017  ;ALÇA NERD CHEVRON                       ;09        ;MARROM                   ;6;1;TRANSFERENCIA ENTRE LOJAS;ALCAS                    ;UNIVERSAL                ;ELETRONICOS              ;105   
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;X2.03.0019  ;ALÇA NERD MESCLA UNIVERSAL              ;04        ;VERDE                    ;4;1;TRANSFERENCIA ENTRE LOJAS;ALCAS                    ;UNIVERSAL                ;ELETRONICOS              ;105   
2025-01-02;NERD RDRRRJ MATRIZ       ;025111  ;X2.03.0019  ;ALÇA NERD MESCLA UNIVERSAL              ;42        ;NUDE                     ;2;1;TRANSFERENCIA ENTRE LOJAS;ALCAS                    ;UNIVERSAL                ;ELETRONICOS              ;105   
2025-01-02;NERD LEBLON              ;025112  ;28.79.112   ;LIBERATOR SUPORTE VEICULAR WIWU         ;01        ;BRANCO                   ;1;1;AJUSTE DE ESTOQUE        ;CARREGAMENTO;MAGSAFE;ELETRONICOS              ;104   
2025-01-02;NERD LEBLON              ;025112  ;N2.03.0006  ;CB IMENSO LIGHTNING/ USB 1M IMS 138     ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;CARREGAMENTO             ;CABO LIGHTNING           ;ELETRONICOS              ;102   
2025-01-02;NERD LEBLON              ;025112  ;X2.03.0012  ;ALÇA BASIC III                          ;79        ;PTO / BCO                ;1;1;AJUSTE DE ESTOQUE        ;ALCAS                    ;UNIVERSAL                ;ELETRONICOS              ;C6    
2025-01-02;NERD LEBLON              ;025112  ;X2.03.0012  ;ALÇA BASIC III                          ;E2        ;VERDE MUSGO              ;2;1;AJUSTE DE ESTOQUE        ;ALCAS                    ;UNIVERSAL                ;ELETRONICOS              ;C6    
2025-01-02;SCARF ME MATRIZ - FFF    ;025113  ;13.71.289   ;GEMEOS 02/22                            ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;DESCONTINUADO            ;L5    
2025-01-02;IGUATEMI SP - JJJ        ;025114  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;102       ;CHÁ VERDE                ;1;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-01-02;IGUATEMI SP - JJJ        ;025114  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;A2        ;NIQUEL                   ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-01-02;IGUATEMI SP - JJJ        ;025114  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;A4        ;ONIX                     ;2;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-01-02;IGUATEMI SP - JJJ        ;025114  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;B7        ;ROSE                     ;2;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-01-02;IGUATEMI SP - JJJ        ;025114  ;78.02.11    ;BOLSA CLUTCH CANTIGA 08/19              ;31        ;MOSTARDA                 ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-01-02;IGUATEMI SP - JJJ        ;025114  ;78.02.11    ;BOLSA CLUTCH CANTIGA 08/19              ;A7        ;GRAFITE                  ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-01-02;IGUATEMI SP - JJJ        ;025114  ;78.02.11    ;BOLSA CLUTCH CANTIGA 08/19              ;T4        ;PRETO/MARROM             ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-01-02;MORUMBI - JJJ            ;025115  ;13.67.0085  ;GRAND MOSQUE 04/23                      ;03        ;AZUL                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;P5    
2025-01-02;MORUMBI - JJJ            ;025115  ;55.06.39    ;MAIA 06/2018                            ;05        ;VERMELHO                 ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;SEDA PREMIUM             ;LENÇOS                   ;69    
2025-01-02;IGUATEMI SP - JJJ        ;025116  ;07.A1.00A7  ;PASHMINA EM ACRILICO 08/23              ;06        ;PRETO                    ;1;1;;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;Q1    
2025-01-02;IGUATEMI SP - JJJ        ;025117  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;18        ;ROXO                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;IGUATEMI SP - JJJ        ;025117  ;13.46.88    ;FLORES CANDY 12/19                      ;11        ;LARANJA                  ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;C9    
2025-01-02;IGUATEMI SP - JJJ        ;025117  ;14.15.0080  ;LEITURA DA SORTE 12/24                  ;13        ;OFF WHITE                ;1;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;GEORGETE DE POLIESTER    ;LENÇOS                   ;T5    
2025-01-02;SCARF ME MATRIZ - FFF    ;025118  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;18        ;ROXO                     ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;SCARF ME MATRIZ - FFF    ;025118  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;47        ;PINK                     ;3;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;SCARF ME MATRIZ - FFF    ;025118  ;13.46.0301  ;TEXTURAS DO CERRADO 11/24               ;28        ;AREIA                    ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;T4    
2025-01-02;SCARF ME MATRIZ - FFF    ;025118  ;13.46.0304  ;AVES DO CERRADO 11/24                   ;11        ;LARANJA                  ;6;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;T4    
2025-01-02;SCARF ME MATRIZ - FFF    ;025118  ;13.71.0440  ;BRISA DE VERAO C 11/24                  ;42        ;NUDE                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;S2    
2025-01-02;SCARF ME MATRIZ - FFF    ;025118  ;96.95.130   ;KAFTAN MODERN DUBAI LONGO 04/23         ;09        ;MARROM                   ;1;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;VISCOSE                  ;FASHION                  ;P5    
2025-01-02;SCARFME ME - PAULISTA FFF;025119  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;47        ;PINK                     ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;OSCAR FREIRE - FSZ       ;025120  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;47        ;PINK                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;SCARF ME - HIGIENOPOLIS 2;025121  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;18        ;ROXO                     ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;GUARULHOS - RSR          ;025122  ;13.46.0155  ;CRISTO 06/23                            ;10        ;MULTICOLOR               ;4;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;A2    
2025-01-02;GUARULHOS - RSR          ;025122  ;13.46.0179  ;PELOURINHO 08/23                        ;10        ;MULTICOLOR               ;5;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q1    
2025-01-02;GUARULHOS - RSR          ;025122  ;45.14.0036  ;BRASIL ANIMAL PRINT 12/22               ;C6        ;AZUL/AMARELO             ;3;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O2    
2025-01-02;SCARFME - IBIRAPUERA LLL ;025123  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;18        ;ROXO                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;SCARFME - IBIRAPUERA LLL ;025123  ;28.07.0040  ;CLUTCH PURPURA 07/23                    ;18        ;ROXO                     ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;ACESSÓRIOS               ;O9    
2025-01-02;SCARFME - IBIRAPUERA LLL ;025123  ;28.07.0040  ;CLUTCH PURPURA 07/23                    ;U9        ;PINK/ROXO                ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;ACESSÓRIOS               ;O9    
2025-01-02;SCARFME - IBIRAPUERA LLL ;025123  ;28.07.0079  ;CLUTCH TRANSVERSAL REFUGIO 10/24        ;08        ;ROSA                     ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;DESCONTINUADO            ;T2    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0066  ;POSITANO 09/22                          ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M6    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;U9        ;PINK/ROXO                ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0153  ;PAISAGEM AMAZONIA 06/23                 ;C3        ;VERDE/LARANJA            ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P2    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0155  ;CRISTO 06/23                            ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;A2    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0158  ;VOO 06/23                               ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P2    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0163  ;TIGRESA 07/23                           ;02        ;AMARELO                  ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P3    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0181  ;ESPIRITO SANTO 08/23                    ;10        ;MULTICOLOR               ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q1    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0205  ;MUSA VELUTINA 11/23                     ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;DESCONTINUADO            ;Q9    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0208  ;RAVENALA 11/23                          ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;DESCONTINUADO            ;Q9    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0236  ;FOLHAGEM AMAZONIA 03/24                 ;04        ;VERDE                    ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;R9    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0237  ;RAMOS DE PURPURA 03/24                  ;47        ;PINK                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0237  ;RAMOS DE PURPURA 03/24                  ;U9        ;PINK/ROXO                ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.0250  ;SANTORINI AZULEJO 05/24                 ;71        ;TERRACOTA                ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;DESCONTINUADO            ;R10   
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.262   ;GREESE 12/20                            ;10        ;MULTICOLOR               ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;H6    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.46.394   ;IPANEMA 05/22                           ;10        ;MULTICOLOR               ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M1    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;13.71.0365  ;GUARDIAO DA NATUREZA 04/24              ;03        ;AZUL                     ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q6    
2025-01-02;CIDADE DE SP - LLL       ;025124  ;96.95.0139  ;KF CURCUMA LONGO 04/24                  ;11        ;LARANJA                  ;1;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;VISCOSE                  ;FASHION                  ;Q6    
2025-01-02;NERD                     ;025125  ;A9.6.0008   ;CB OEX HDMI 3M                          ;06        ;PRETO                    ;2;1;NERD PRODUÇÃO            ;CARREGAMENTO             ;CABOS                    ;ELETRONICOS              ;C6    
2025-01-02;NERD                     ;025125  ;N1.3.0011   ;ADAPTADOR LIGHTINING GORILA             ;06        ;PRETO                    ;5;1;NERD PRODUÇÃO            ;AUDIO                    ;FONE P2                  ;ELETRONICOS              ;C4    
2025-01-02;NERD                     ;025125  ;N4.24.0029  ;SMART BUMPER HPRIMEI IPH 14             ;06        ;PRETO                    ;4;1;NERD PRODUÇÃO            ;CAPAS                    ;OUTROS                   ;ELETRONICOS              ;101   
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;13.46.0302  ;FRUTOS DO CERRADO 11/24                 ;08        ;ROSA                     ;2;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;T4    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;13.46.404   ;ELOARA 05/22                            ;04        ;VERDE                    ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;M1    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;17.02.0006  ;CHEMISE CEREJEIRAS 10/23                ;08        ;ROSA                     ;1;1;TRANSFERENCIA ENTRE LOJAS;CHEMISE                  ;VISCOSE                  ;DESCONTINUADO            ;Q5    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;17.02.0007  ;CHEMISE NYLA 03/24                      ;121       ;PÊSSEGO                  ;1;1;TRANSFERENCIA ENTRE LOJAS;CHEMISE                  ;VISCOSE                  ;DESCONTINUADO            ;R6    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;17.04.0006  ;CHEMISE CURCUMA 04/24                   ;11        ;LARANJA                  ;1;1;TRANSFERENCIA ENTRE LOJAS;CHEMISE                  ;VISCOSE                  ;FASHION                  ;Q6    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;96.03.100   ;KAFTAN GRAND MOSQUE 04/23               ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;CREPE DE SEDA            ;FASHION                  ;P5    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;96.03.98    ;KAFTAN EMPODERE-SE 03/23                ;107       ;PRETO/OFF WHITE          ;1;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;CREPE DE SEDA            ;FASHION                  ;O5    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;96.95.0138  ;KAFTAN RAMOS DE PURPURA LONGO 07/23     ;18        ;ROXO                     ;2;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;VISCOSE                  ;FASHION                  ;O9    
2025-01-02;SCARF ME MATRIZ - FFF    ;025126  ;96.95.130   ;KAFTAN MODERN DUBAI LONGO 04/23         ;09        ;MARROM                   ;2;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;VISCOSE                  ;FASHION                  ;P5    
2025-01-02;SCARFME - IBIRAPUERA LLL ;025127  ;13.71.0465  ;GRAFISMOS C 11/24                       ;120       ;AZUL/VERDE               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;S9    
2025-01-02;CIDADE DE SP - LLL       ;025128  ;13.71.0465  ;GRAFISMOS C 11/24                       ;120       ;AZUL/VERDE               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;S9    
2025-01-02;MORUMBI - JJJ            ;025129  ;13.71.0409  ;FLORAL GRAFICO 09/24                    ;03        ;AZUL                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-01-02;SCARF ME MATRIZ - FFF    ;025130  ;13.71.0487  ;GRAVATARIA 11/24                        ;04        ;VERDE                    ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;T6    
2025-01-02;SCARF ME MATRIZ - FFF    ;025130  ;45.14.0086  ;MANDALA DA SORTE 12/24                  ;89        ;OFF WHITE/AZUL           ;2;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;T5    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;09        ;MARROM                   ;1;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;40        ;MARINHO                  ;2;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;06        ;PRETO                    ;2;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;13        ;OFF WHITE                ;6;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;40        ;MARINHO                  ;2;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;42        ;NUDE                     ;3;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;B2        ;CONCRETO                 ;3;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;07.81.85    ;PASHMINA ARABESCO 04/19*                ;10        ;MULTICOLOR               ;8;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;MODAL COM SEDA           ;INDIA                    ;90    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;13.46.0077  ;OLHO GREGO 11/22                        ;40        ;MARINHO                  ;3;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M9    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;13.46.0236  ;FOLHAGEM AMAZONIA 03/24                 ;04        ;VERDE                    ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;R9    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;13.46.0237  ;RAMOS DE PURPURA 03/24                  ;47        ;PINK                     ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;13.46.0237  ;RAMOS DE PURPURA 03/24                  ;U9        ;PINK/ROXO                ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;13.46.0250  ;SANTORINI AZULEJO 05/24                 ;71        ;TERRACOTA                ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;DESCONTINUADO            ;R10   
2025-01-02;SCARFME ME - PAULISTA FFF;025131  ;13.46.262   ;GREESE 12/20                            ;10        ;MULTICOLOR               ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;H6    
2025-01-02;SCARF ME - HIGIENOPOLIS 2;025132  ;14.20.37    ;COCAR CLASSICO                          ;06        ;PRETO                    ;1;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;CETIM DE SEDA            ;LENÇOS                   ;G6    
2025-01-02;SCARF ME - HIGIENOPOLIS 2;025132  ;78.02.11    ;BOLSA CLUTCH CANTIGA 08/19              ;37        ;DOURADO                  ;1;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-01-02;SCARFME ME - PAULISTA FFF;025133  ;13.71.0482  ;GLORIOSA 11/24                          ;41        ;CARAMELO                 ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;APROVEITAMENTO LENÇO     ;T6    
2025-01-02;VILLA LOBOS - LLL        ;025134  ;45.10.098   ;DEGRADE 12/20                           ;06        ;PRETO                    ;1;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;H6    
2025-01-02;IGUATEMI SP - JJJ        ;025135  ;07.A1.00A7  ;PASHMINA EM ACRILICO 08/23              ;94        ;FENDHI                   ;1;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;Q1    
2025-01-02;IGUATEMI SP - JJJ        ;025135  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;07        ;CINZA                    ;1;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-01-02;IGUATEMI SP - JJJ        ;025135  ;13.46.0286  ;POA DESCONSTRUIDO 09/24                 ;23        ;LILÁS                    ;1;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;R7    
2025-01-02;SCARF ME MATRIZ - FFF    ;025136  ;07.97.101   ;CASHMERE BABY 03/20*                    ;A8        ;MESCLA                   ;1;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
