EMISSAO;FILIAL;ROMANEIO_PRODUTO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;DESC_COR_PRODUTO;QTDE_TOTAL;TIPO_ENTRADA;TIPO_ROMANEIO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;LINHA;COLECAO
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.38.0006  ;CP MAGNETIC IP13                        ;04        ;VERDE                    ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.9.0010   ;CP SILICONE IP13                        ;01        ;BRANCO                   ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A5.0001  ;CP TPU COM ALÇA SG S25                  ;07        ;CINZA                    ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25                      ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A5.0001  ;CP TPU COM ALÇA SG S25                  ;S1        ;CAPUCCINO                ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25                      ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A5.0002  ;CP CLEAR CASE MAGNETIC SG S25           ;K9        ;TRANSPARENTE             ;2;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25                      ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A5.0003  ;CP SPACE SG S25                         ;K9        ;TRANSPARENTE             ;2;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25                      ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A6.0001  ;CP CLEAR CASE MAGNETIC SG S25 PLUS      ;K9        ;TRANSPARENTE             ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25 PLUS                 ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A7.0001  ;CP TPU COM ALÇA SG S25 PLUS             ;07        ;CINZA                    ;1;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S23 PLUS                 ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A7.0002  ;CP TPU COM ALÇA SG S25 ULTRA            ;09        ;MARROM                   ;2;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25 ULTRA                ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A7.0003  ;CP CLEAR CASE MAGNETIC SG S25 ULTRA     ;K9        ;TRANSPARENTE             ;2;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25 ULTRA                ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N4.A7.0004  ;CP SPACE SG S25 ULTRA                   ;K9        ;TRANSPARENTE             ;2;1;TRANSFERENCIA ENTRE LOJAS;CAPAS                    ;S25 ULTRA                ;ELETRONICOS              ;C6    
2025-01-16;NERD RDRRRJ MATRIZ       ;025276  ;N5.10.13    ;PT CAMERA KIT IP14 PRO/14 PRO MAX       ;38        ;PRATA                    ;3;1;TRANSFERENCIA ENTRE LOJAS;PELICULAS                ;14 PRO/14 PRO MAX        ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.33.0040  ;PULSEIRA SOFT WATCH 38/40/41            ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.33.0040  ;PULSEIRA SOFT WATCH 38/40/41            ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.33.0040  ;PULSEIRA SOFT WATCH 38/40/41            ;08        ;ROSA                     ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.33.0040  ;PULSEIRA SOFT WATCH 38/40/41            ;C9        ;AZUL MARINHO             ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.33.0040  ;PULSEIRA SOFT WATCH 38/40/41            ;S2        ;VERDE PISTACHE           ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.33.0050  ;PULSEIRA ONDULADA WATCH 42/44/45/49     ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;42/44/45/49              ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.0226  ;CP SUPORTE LUXO IP14                    ;23        ;LILÁS                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.0226  ;CP SUPORTE LUXO IP14                    ;60        ;CINZA / AZUL             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.0235  ;CP COURO MAGSAFE IP13                   ;117       ;VERDE PETRÓLEO           ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.112   ;CP BASIC IP14 PRO                       ;14        ;VINHO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.119   ;CP SPACE FOSCA IP XR                    ;04        ;VERDE                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;XR                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.145   ;CP SPACE FOSCA IP13                     ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.153   ;CP TPU SG Z FLIP 4                      ;05        ;VERMELHO                 ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;Z FLIP4                  ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.153   ;CP TPU SG Z FLIP 4                      ;08        ;ROSA                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;Z FLIP4                  ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.162   ;CP BORDA COLORIDA IP13                  ;M3        ;LAVANDA                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.169   ;CP SPACE FOSCA IP13 PRO MAX             ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.89    ;PULSEIRA SOFT WATCH 42/44/45/49         ;04        ;VERDE                    ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;42/44/45/49              ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.89    ;PULSEIRA SOFT WATCH 42/44/45/49         ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;42/44/45/49              ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.89    ;PULSEIRA SOFT WATCH 42/44/45/49         ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;42/44/45/49              ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.89    ;PULSEIRA SOFT WATCH 42/44/45/49         ;08        ;ROSA                     ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;42/44/45/49              ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.89    ;PULSEIRA SOFT WATCH 42/44/45/49         ;S1        ;CAPUCCINO                ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;42/44/45/49              ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.92    ;CP SPACE FOSCA IP14 PRO MAX             ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.93    ;CP SPACE FOSCA IP14 PRO                 ;04        ;VERDE                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.45.93    ;CP SPACE FOSCA IP14 PRO                 ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.48.213   ;CP SPACE IP12/12 PRO                    ;J4        ;FUMÊ                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;12 / 12 PRO              ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;28.48.225   ;CP SPACE IP13 PRO                       ;K9        ;TRANSPARENTE             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;F4.04.048   ;MINI SPEAKER                            ;06        ;PRETO                    ;5;1;AJUSTE DE ESTOQUE        ;AUDIO;MINI SPEAKER;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;H4.18.0001  ;GARRAFA TERMICA MAGSAFE BMAX            ;01        ;BRANCO                   ;1;1;AJUSTE DE ESTOQUE        ;SAUDE                    ;GARRAFAS                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;H6.01.0004  ;SMART WATCH W35 BAZIK                   ;16        ;ROSE                     ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;CLASSIC                  ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N2.L5.02    ;KIT KAIDI 20W CARREGADOR USB/USB-C CB MI;01        ;BRANCO                   ;1;1;AJUSTE DE ESTOQUE        ;CARREGAMENTO             ;KIT FONTE + CABO         ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.04.0002  ;CP CLEAR CASE MAGNETIC SG S24 ULTRA     ;K9        ;TRANSPARENTE             ;2;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;S24 ULTRA                ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.07.0005  ;CP EVO CLEAR IP14                       ;K9        ;TRANSPARENTE             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.07.0010  ;CP MAGNETIC IP 14                       ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.07.0010  ;CP MAGNETIC IP 14                       ;08        ;ROSA                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.09.0004  ;CP MATE MAGSAFE IP15 PLUS               ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PLUS                  ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.18.0019  ;CP MAGNETIC IP15 PRO                    ;C9        ;AZUL MARINHO             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.19.0028  ;CP LAUT HUEX PROTECT ECO IP13/14/15     ;02        ;AMARELO                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15                       ;ELETRONICOS              ;E4    
2025-01-16;NERD                     ;025277  ;N4.19.0030  ;CP LAUT HUEX PROTECT ECO IP15 PRO MAX   ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;E4    
2025-01-16;NERD                     ;025277  ;N4.19.0036  ;CP LAUT HUEX SLIM ECO IP15 PRO MAX      ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;E4    
2025-01-16;NERD                     ;025277  ;N4.19.0071  ;CP COVER IP15 PRO                       ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.19.0071  ;CP COVER IP15 PRO                       ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.19.0077  ;CP LAUT CRYSTAL MATTER IP15 PRO         ;K9        ;TRANSPARENTE             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;E4    
2025-01-16;NERD                     ;025277  ;N4.19.0078  ;CAPA CRYSTAL MATTER MAGSAFE IPH 15/14/13;K9        ;TRANSPARENTE             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;PROTEÇÃO OUTROS          ;ELETRONICOS              ;E4    
2025-01-16;NERD                     ;025277  ;N4.21.0030  ;CP CLEAR CASE MAGNETIC IP14 PLUS        ;K9        ;TRANSPARENTE             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PLUS                  ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.21.0032  ;CP SILICONE IP 7 / 8 PLUS               ;E3        ;TIFFANY                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;7/8 PLUS                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.21.0046  ;CP SILICONE IP15 PRO                    ;14        ;VINHO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.21.0046  ;CP SILICONE IP15 PRO                    ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0027  ;PULSEIRA METAL WATCH 38/40/41           ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0027  ;PULSEIRA METAL WATCH 38/40/41           ;16        ;ROSE                     ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0027  ;PULSEIRA METAL WATCH 38/40/41           ;37        ;DOURADO                  ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0027  ;PULSEIRA METAL WATCH 38/40/41           ;G8        ;FURTA COR                ;1;1;AJUSTE DE ESTOQUE        ;SMART WATCH              ;38/40/41                 ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0032  ;CP MAGSAFE PROTEÇÃO IP13                ;08        ;ROSA                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0058  ;CP SPACE MAGNETIC IP15 PRO              ;03        ;AZUL                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0058  ;CP SPACE MAGNETIC IP15 PRO              ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0058  ;CP SPACE MAGNETIC IP15 PRO              ;14        ;VINHO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0058  ;CP SPACE MAGNETIC IP15 PRO              ;75        ;CINZA CHUMBO             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0058  ;CP SPACE MAGNETIC IP15 PRO              ;B4        ;VERDE MILITAR            ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0059  ;CP SPACE MAGNETIC IP15                  ;E3        ;TIFFANY                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0061  ;CP SPACE MAGNETIC IP13                  ;01        ;BRANCO                   ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0061  ;CP SPACE MAGNETIC IP13                  ;08        ;ROSA                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0112  ;CP BASIC SG S24 ULTRA                   ;M3        ;LAVANDA                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;S24 ULTRA                ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0117  ;CP SPACE MAGNETIC IP15 PRO MAX          ;08        ;ROSA                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0117  ;CP SPACE MAGNETIC IP15 PRO MAX          ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0117  ;CP SPACE MAGNETIC IP15 PRO MAX          ;23        ;LILÁS                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0117  ;CP SPACE MAGNETIC IP15 PRO MAX          ;E3        ;TIFFANY                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0128  ;CP BORDA COLORIDA IP15                  ;14        ;VINHO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0129  ;CP BORDA COLORIDA IP15 PRO MAX          ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0131  ;CP SPACE MAGNETIC IP14 PRO              ;23        ;LILÁS                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0131  ;CP SPACE MAGNETIC IP14 PRO              ;E3        ;TIFFANY                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0135  ;CP BORDA COLORIDA IP14  PRO             ;03        ;AZUL                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0135  ;CP BORDA COLORIDA IP14  PRO             ;04        ;VERDE                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0135  ;CP BORDA COLORIDA IP14  PRO             ;K9        ;TRANSPARENTE             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0169  ;CP MATE MAGSAFE IP15                    ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15                       ;ELETRONICOS              ;53    
2025-01-16;NERD                     ;025277  ;N4.24.0170  ;CP MATE MAGSAFE IP15 PRO MAX            ;11        ;LARANJA                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0170  ;CP MATE MAGSAFE IP15 PRO MAX            ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0170  ;CP MATE MAGSAFE IP15 PRO MAX            ;23        ;LILÁS                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0171  ;CP MATE MAGSAFE IP14                    ;18        ;ROXO                     ;2;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0172  ;CP MATE MAGSAFE IP14 PRO MAX            ;04        ;VERDE                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0172  ;CP MATE MAGSAFE IP14 PRO MAX            ;07        ;CINZA                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0172  ;CP MATE MAGSAFE IP14 PRO MAX            ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0173  ;CP MATE MAGSAFE IP13                    ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0184  ;CP MAGSAFE PROTEÇÃO IP15 PRO            ;03        ;AZUL                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0184  ;CP MAGSAFE PROTEÇÃO IP15 PRO            ;14        ;VINHO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0193  ;CP GEAR4 IP14 PRO MAX                   ;J4        ;FUMÊ                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;14 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0261  ;CP COURO MAGSAFE IP11                   ;09        ;MARROM                   ;2;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;11                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0270  ;CP BRACKET MAGSAFE IP13 PRO             ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0281  ;CP SUPER BASIC MAGNETIC IP 13           ;01        ;BRANCO                   ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0295  ;CP SUPORTE LUXO IP15                    ;06        ;PRETO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0295  ;CP SUPORTE LUXO IP15                    ;24        ;MILITAR                  ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0305  ;CP NEON MAGSAFE IP13                    ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.24.0360  ;CP BORDA COLORIDA IP 15 PRO             ;14        ;VINHO                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.26.29    ;CAPA SHIELD IPHONE 14 LAUT              ;03        ;AZUL                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;PROTEÇÃO LINHA 14        ;ELETRONICOS              ;E4    
2025-01-16;NERD                     ;025277  ;N4.31.0012  ;CP SPACE FOSCA IP15 PRO                 ;18        ;ROXO                     ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;15 PRO                   ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.36.0006  ;CP MATE MAGSAFE IP13 PRO MAX            ;18        ;ROXO                     ;2;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.38.0006  ;CP MAGNETIC IP13                        ;04        ;VERDE                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.38.0006  ;CP MAGNETIC IP13                        ;C9        ;AZUL MARINHO             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.41.0001  ;CP NERD COM ALÇA IP12/12 PRO            ;23        ;LILÁS                    ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;12                       ;ELETRONICOS              ;53    
2025-01-16;NERD                     ;025277  ;N4.41.0001  ;CP NERD COM ALÇA IP12/12 PRO            ;C9        ;AZUL MARINHO             ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;12                       ;ELETRONICOS              ;53    
2025-01-16;NERD                     ;025277  ;N4.6.63     ;CP GOCASE LA CASA DE PAPEL IP13 PRO     ;10        ;MULTICOLOR               ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13 PRO                   ;ELETRONICOS              ;M5    
2025-01-16;NERD                     ;025277  ;N4.60.0015  ;CP BRACKET CAMERA IP16 PRO MAX          ;09        ;MARROM                   ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;16 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.60.0021  ;CP BRACKET MAGSAFE IP16 PRO MAX         ;09        ;MARROM                   ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;16 PRO MAX               ;ELETRONICOS              ;C6    
2025-01-16;NERD                     ;025277  ;N4.9.0010   ;CP SILICONE IP13                        ;01        ;BRANCO                   ;1;1;AJUSTE DE ESTOQUE        ;CAPAS                    ;13                       ;ELETRONICOS              ;C6    
