filial;codigo_filial;produto;data_venda;cor_produto;total_custo;total_venda;total_desconto;total_qtde_venda;ve1;ve2;ve3;ve4;ve5;ve6;ve7;ve8;ve9;ve10;ve11;ve12;ve13;ve14;ve15;ve16;ve17;ve18;ve19;ve20;ve21;ve22;ve23;ve24;ve25;ve26;ve27;ve28;ve29;ve30;ve31;ve32;ve33;ve34;ve35;ve36;ve37;ve38;ve39;ve40;ve41;ve42;ve43;ve44;ve45;ve46;ve47;ve48;clifor;filial_propria;matriz;regiao;tabela_operacoes;tabela_medidas;tipo_produto;desc_produto;grupo_produto;subgrupo_produto;colecao;grade;linha;griffe;cartela;unidade;revenda;refer_fabricante;modelagem;fabricante;estilista;modelista;periodo_pcp;cor_fabricante;desc_cor_produto;tinturaria_lavagem;margem;preco_medio;porcentagem_valor;porcentagem_qtde;cor;material;cor_material;etiqueta;tipo_lavagem_tinturaria;qtde_troca;valor_troca;desconto_troca;custo_troca;qtde_liquida;valor_liquido;empresa;custo_rep_unitario;custo_rep_total;desc_produto_segmento;desc_produto_solucao;desc_sexo_tipo
GUARULHOS - RSR;000079;A3.44.0045;15/05/2026;01;0,01;0,0105791;-0,0005791;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000079;FALSO;SCARF ME MATRIZ - RSR;SUDESTE;;;PERSONALILZADO;KIT GRAPE ZIEL 05/26;KIT;HIDRATANTE + OLEO;X13;UNICO;PROMOCIONAIS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;BRANCO;FALSO;0;0,01;0;0,13;01;;;;;0;0;0;0;1;0,01;6;0;0;;;FEMININO
GUARULHOS - RSR;000079;A3.44.0045;16/05/2026;01;0,01;0,01;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000079;FALSO;SCARF ME MATRIZ - RSR;SUDESTE;;;PERSONALILZADO;KIT GRAPE ZIEL 05/26;KIT;HIDRATANTE + OLEO;X13;UNICO;PROMOCIONAIS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;BRANCO;FALSO;0;0,01;0;0,13;01;;;;;0;0;0;0;1;0,01;6;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;07.06.0002;16/05/2026;14;49,98;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;VINHO;FALSO;84,76;328;0,15;0,13;14;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;07.79.84;17/05/2026;H4;144,57;898;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FUN;CASHMERE ESPINHA DE PEIXE;PASHMINA;100% CASHMERE;90;70 X 200;INDIA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;PRETO / AREIA;FALSO;83,9;898;0,41;0,13;H4;;;;;0;0;0;0;1;898;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;07.79.90;15/05/2026;17;64,52;465,8;82,2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FUN;CASHMERE DIAMANTE 04/19*;PASHMINA;CASHMERE COM MODAL;90;70 X 200;INDIA;SCARFME;;PC;VERDADEIRO;70X200;;SALETE CAJAMAR;;;PADRAO;;SALMON;FALSO;86,15;465,8;0,21;0,13;17;;;;;0;0;0;0;1;465,8;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;07.97.101;16/05/2026;155;251,89;1348,99394;149,00606;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;CASHMERE;CASHMERE BABY 03/20*;PASHMINA;100% CASHMERE;90;75X200;INDIA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;CASTANHO;FALSO;81,33;1348,99;0,62;0,13;155;;;;;0;0;0;0;1;1348,99;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.46.0117;16/05/2026;M3;33,32;378;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;FLOR FLAMINGO 02/23;LENÇO;CETIM DE POLIESTER;O3;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;LAVANDA;FALSO;91,19;378;0,17;0,13;M3;;;;;0;0;0;0;1;378;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.46.0132;16/05/2026;03;10,47;148;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;MODERN DUBAI 04/23;LENÇO;CETIM DE POLIESTER;P5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;0;148;0;0;03;;;;;1;148;0;10,47;0;0;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.46.0134;16/05/2026;116;10,47;99,00016;48,99984;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;MODERN DUBAI TERROSO 04/23;LENÇO;CETIM DE POLIESTER;P5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;TERRA;FALSO;89,42;99;0,05;0,13;116;;;;;0;0;0;0;1;99;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.46.0154;16/05/2026;10;33,32;302,4;75,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;PENAS;BRASIL COCAR 06/23;LENÇO;CETIM DE POLIESTER;P2;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;88,98;302,4;0,14;0,13;10;;;;;0;0;0;0;1;302,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.46.0156;16/05/2026;H5;33,32;302,4;75,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;BICHO;FAUNA 06/23;LENÇO;CETIM DE POLIESTER;P2;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VERDE/OFF;FALSO;88,98;302,4;0,14;0,13;H5;;;;;0;0;0;0;1;302,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.46.0266;16/05/2026;01;33,32;302,4;75,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;YASMIN FLORAL 06/24;LENÇO;CETIM DE POLIESTER;S3;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;BRANCO;FALSO;88,98;302,4;0,14;0,13;01;;;;;0;0;0;0;1;302,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.46.0343;16/05/2026;03;33,32;318,4;79,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FOLHAGEM;ENCANTO CARIOCA 02/25;LENÇO;CETIM DE POLIESTER;U5;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;89,54;318,4;0,15;0,13;03;;;;;0;0;0;0;1;318,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.47.0129;15/05/2026;03;139,24;898;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;GEOMETRICO MULTICOLORIDO C  11/24;LENÇO;MOUSSELINE DE SEDA;R7;130X130;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;84,49;898;0,41;0,13;03;;;;;0;0;0;0;1;898;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0392;16/05/2026;107;61,32;698;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;EMPODERE-SE C 08/24;LENÇO;CETIM DE SEDA;E9;65X65;LENÇOS;SCARFME;;PC;FALSO;HE23013-65;;CHINA;;;PADRAO;;PRETO/OFF WHITE;FALSO;91,21;698;0,32;0,13;107;;;;;0;0;0;0;1;698;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0393;16/05/2026;03;61,32;558,4;139,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;GRAND MOSQUE C 08/24;LENÇO;CETIM DE SEDA;E9;65X65;LENÇOS;SCARFME;;PC;FALSO;HE23035-65;;CHINA;;;PADRAO;;AZUL;FALSO;89,02;558,4;0,26;0,13;03;;;;;0;0;0;0;1;558,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0457;16/05/2026;06;119,34;718,4;179,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ANIMAL PRINT;PRINT SELVAGEM C 11/24;LENÇO;CETIM DE SEDA;R7;90X90;LENÇOS;SCARFME;;PC;FALSO;TH24001--V1/V2/V3;;CHINA;;;PADRAO;;PRETO;FALSO;83,39;718,4;0,33;0,13;06;;;;;0;0;0;0;1;718,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0487;15/05/2026;04;56,81;698;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;BICHO;GRAVATARIA 11/24;LENÇO;CETIM DE SEDA;T6;65X65;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VERDE;FALSO;91,86;698;0,32;0,13;04;;;;;0;0;0;0;1;698;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0581;16/05/2026;09;10,31;99,00016;48,99984;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ANIMAL PRINT;SUCURI 11/25;LENÇO;CETIM DE POLIESTER;V9;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MARROM;FALSO;89,59;99;0,05;0,13;09;;;;;0;0;0;0;1;99;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0607;16/05/2026;03;140,31;694,4;173,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ABSTRATO;GUARDIAO DAS AGUAS C 11/25;LENÇO;CETIM DE SEDA;V9;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ25093;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;79,79;694,4;0,32;0,13;03;;;;;0;0;0;0;1;694,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0634;16/05/2026;03;121,28;718,4;179,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ABSTRATO;ALGODAO DOCE C 11/25;LENÇO;CETIM DE SEDA;X7;90X90;LENÇOS;SCARFME;;PC;FALSO;TH25131;;CHINA;;;PADRAO;;AZUL;FALSO;83,12;718,4;0,33;0,13;03;;;;;0;0;0;0;1;718,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0654;16/05/2026;04;119,34;898;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ARABESCO;ORIENTAL ASTRID C 01/26;LENÇO;CETIM DE SEDA;X15;90X90;LENÇOS;SCARFME;;PC;FALSO;TH25173-V1;;CHINA;;;PADRAO;;VERDE;FALSO;86,71;898;0,41;0,13;04;;;;;0;0;0;0;1;898;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0664;15/05/2026;09;119,34;898;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FIGURATIVO;CAFE C 04/26;LENÇO;CETIM DE SEDA;X10;90X90;LENÇOS;SCARFME;;PC;FALSO;TH25160 DOBLEFACE;;CHINA;;;PADRAO;;MARROM;FALSO;86,71;898;0,41;0,13;09;;;;;0;0;0;0;1;898;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0680;15/05/2026;04;73,59;378,0005;19,9995;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;COELHOS C 03/26;LENÇO;CETIM DE POLIESTER;X7;90X90;LENÇOS;SCARFME;;PC;FALSO;;;CHINA;;;PADRAO;;VERDE;FALSO;80,53;378;0,17;0,13;04;;;;;0;0;0;0;1;378;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0689;16/05/2026;03;111,28;718,4;179,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;BICHO;MAPA DO BRASIL C 04/26;LENÇO;CETIM DE SEDA;Y1;90X90;LENÇOS;SCARFME;;PC;FALSO;;;CHINA;;;PADRAO;;AZUL;FALSO;84,51;718,4;0,33;0,13;03;;;;;0;0;0;0;1;718,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;13.71.0697;16/05/2026;13;111,28;718,4;179,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ABSTRATO;SILHUETAS C 05/26;LENÇO;CETIM DE SEDA;Y1;90X90;LENÇOS;SCARFME;;PC;FALSO;;;CHINA;;;PADRAO;;OFF WHITE;FALSO;84,51;718,4;0,33;0,13;13;;;;;0;0;0;0;1;718,4;7;0;0;;;UNISSEX
IGUATEMI SP - JJJ;000059;13.71.0699;16/05/2026;03;111,28;718,4;179,6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GRAVURA;O LAGO C 05/26;LENÇO;CETIM DE SEDA;U7;90X90;LENÇOS;SCARFME;;PC;FALSO;TH26008;;CHINA;;;PADRAO;;AZUL;FALSO;84,51;718,4;0,33;0,13;03;;;;;0;0;0;0;1;718,4;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;45.10.074;16/05/2026;10;33,11;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;LISTRAS;CARMEL 20;ECHARPE;MOUSSELINE DE POLIESTER;B6;45X210;LENÇOS;SCARFME;;PC;FALSO;968621V300;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;89,91;328;0,15;0,13;10;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;45.14.0090;16/05/2026;08;31,03;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;TRACOS DE CORAGEM 03/25;ECHARPE;MOUSSELINE DE POLIESTER;U4;45X210;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;ROSA;FALSO;90,54;328;0,15;0,13;08;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;85.03.0223;16/05/2026;09;42,4;820,0133653;215,9966347;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;PAISLEY;GRAVATARIA 11/24;TWILLY;CETIM DE POLIESTER;T6;8X130;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MARROM;FALSO;94,83;102,5;0,38;1,06;09;;;;;0;0;0;0;8;820,01;7;0;0;;;FEMININO
IGUATEMI SP - JJJ;000059;A3.44.0045;16/05/2026;01;0,01;0,008;0,002;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000059;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;PERSONALILZADO;KIT GRAPE ZIEL 05/26;KIT;HIDRATANTE + OLEO;X13;UNICO;PROMOCIONAIS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;BRANCO;FALSO;0;0,01;0;0,13;01;;;;;0;0;0;0;1;0,01;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;07.06.0002;17/05/2026;06;49,98;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;PRETO;FALSO;84,76;328;0,15;0,13;06;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;07.06.0002;17/05/2026;M3;49,98;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;LAVANDA;FALSO;84,76;328;0,15;0,13;M3;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;07.80.0085;15/05/2026;40;46,95;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;LISOS;PASHMINA LISA C 08/25;PASHMINA;VISCOSE (PASHMINA);E9;70X210;PASHMINA;SCARFME;;PC;FALSO;CHINA;;SALETE CAJAMAR;;;PADRAO;;MARINHO;FALSO;85,69;328;0,15;0,13;40;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;07.80.0085;16/05/2026;68;46,95;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;LISOS;PASHMINA LISA C 08/25;PASHMINA;VISCOSE (PASHMINA);E9;70X210;PASHMINA;SCARFME;;PC;FALSO;CHINA;;SALETE CAJAMAR;;;PADRAO;;PETROLEO;FALSO;85,69;328;0,15;0,13;68;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;07.A5.01;16/05/2026;15;158,94;1498;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FUN;ZARI DUPLA FACE 08/21;PASHMINA;CASHMERE/SEDA;90;75X200;INDIA;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;UVA;FALSO;89,39;1498;0,69;0,13;15;;;;;0;0;0;0;1;1498;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.46.0123;15/05/2026;107;10,47;148;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;EMPODERE-SE 03/23;LENÇO;CETIM DE POLIESTER;O5;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;PRETO/OFF WHITE;FALSO;92,93;148;0,07;0,13;107;;;;;0;0;0;0;1;148;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.46.0173;16/05/2026;10;33,32;302,4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;PAISAGEM;LAPA 07/23;LENÇO;CETIM DE POLIESTER;P8;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;88,98;302,4;0,14;0,13;10;;;;;0;0;0;0;1;302,4;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.46.0176;16/05/2026;10;33,32;378;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;BICHO;ARARA AZUL 07/23;LENÇO;CETIM DE POLIESTER;P3;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;91,19;378;0,17;0,13;10;;;;;0;0;0;0;1;378;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.46.0267;16/05/2026;08;33,32;378;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;AGUIA RETRO;AGUIA RETRO 06/24;LENÇO;CETIM DE POLIESTER;S3;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;ROSA;FALSO;91,19;378;0,17;0,13;08;;;;;0;0;0;0;1;378;7;0;0;;;FEMININO
