filial;codigo_filial;produto;data_venda;cor_produto;total_custo;total_venda;total_desconto;total_qtde_venda;ve1;ve2;ve3;ve4;ve5;ve6;ve7;ve8;ve9;ve10;ve11;ve12;ve13;ve14;ve15;ve16;ve17;ve18;ve19;ve20;ve21;ve22;ve23;ve24;ve25;ve26;ve27;ve28;ve29;ve30;ve31;ve32;ve33;ve34;ve35;ve36;ve37;ve38;ve39;ve40;ve41;ve42;ve43;ve44;ve45;ve46;ve47;ve48;clifor;filial_propria;matriz;regiao;tabela_operacoes;tabela_medidas;tipo_produto;desc_produto;grupo_produto;subgrupo_produto;colecao;grade;linha;griffe;cartela;unidade;revenda;refer_fabricante;modelagem;fabricante;estilista;modelista;periodo_pcp;cor_fabricante;desc_cor_produto;tinturaria_lavagem;margem;preco_medio;porcentagem_valor;porcentagem_qtde;cor;material;cor_material;etiqueta;tipo_lavagem_tinturaria;qtde_troca;valor_troca;desconto_troca;custo_troca;qtde_liquida;valor_liquido;empresa;custo_rep_unitario;custo_rep_total;desc_produto_segmento;desc_produto_solucao;desc_sexo_tipo
MORUMBI - JJJ;000055;13.46.0307;16/05/2026;09;33,32;378;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;BICHO;VENTO SELVAGEM 11/24;LENÇO;CETIM DE POLIESTER;T6;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MARROM;FALSO;91,19;378;0,17;0,13;09;;;;;0;0;0;0;1;378;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.46.0336;16/05/2026;08;33,32;398;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;INTENSIDADE 01/25;LENÇO;CETIM DE POLIESTER;R7;90X90;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;ROSA;FALSO;91,63;398;0,18;0,13;08;;;;;0;0;0;0;1;398;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.46.0432;15/05/2026;09;73,59;398;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FIGURATIVO;ARVORE DA VIDA C 04/26;LENÇO;CETIM DE POLIESTER;X10;90X90;LENÇOS;SCARFME;;PC;FALSO;RG25175;;CHINA;;;PADRAO;;MARROM;FALSO;81,51;398;0,18;0,13;09;;;;;0;0;0;0;1;398;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.46.96;17/05/2026;10;10,47;148;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;PENAS;COCAR 12/19;LENÇO;CETIM DE POLIESTER;C9;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;VERDADEIRO;68071_VAR600;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;92,93;148;0,07;0,13;10;;;;;0;0;0;0;1;148;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.47.0174;16/05/2026;04;96,21;798;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ABSTRATO;ORIENTAL ASTRID C 01/26;LENÇO;MOUSSELINE DE SEDA;X15;60X210;LENÇOS;SCARFME;;PC;FALSO;TH25175;;CHINA;;;PADRAO;;VERDE;FALSO;87,94;798;0,36;0,13;04;;;;;0;0;0;0;1;798;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.50.0151;17/05/2026;22;0;128;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL; FLORAL BAMBU 09/2017;LENÇO;CETIM DE POLIESTER;57;50X50;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;CREME;FALSO;100;128;0,06;0,13;22;;;;;0;0;0;0;1;128;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0094;17/05/2026;C6;9,23;198;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ANIMAL PRINT;BRASIL ANIMAL PRINT 22;LENÇO;CETIM DE SEDA;M9;40X40;APROVEITAMENTO LENÇO;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL/AMARELO;FALSO;95,34;198;0,09;0,13;C6;;;;;0;0;0;0;1;198;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0454;16/05/2026;40;74,53;868;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;FORMAS MODULAR C 11/24;LENÇO;CETIM DE SEDA;R7;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ24052;;SALETE CAJAMAR;;;PADRAO;;MARINHO;FALSO;91,41;868;0,4;0,13;40;;;;;0;0;0;0;1;868;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0517;16/05/2026;03;56,81;697,99302;0,00698;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;MANACA 04/25;LENÇO;CETIM DE SEDA;U7;65X65;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;91,86;697,99;0,32;0,13;03;;;;;0;0;0;0;1;697,99;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0572;15/05/2026;151;154,34;1198;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ARABESCO;BANDANA 11/25;LENÇO;CETIM DE SEDA;T6;110X110;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MOCHA;FALSO;87,12;1198;0,55;0,13;151;;;;;0;0;0;0;1;1198;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0607;17/05/2026;03;140,31;868;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ABSTRATO;GUARDIAO DAS AGUAS C 11/25;LENÇO;CETIM DE SEDA;V9;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ25093;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;83,84;868;0,4;0,13;03;;;;;0;0;0;0;1;868;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0661;17/05/2026;107;119,34;898;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FIGURATIVO;CABECA DE MOCA C 04/26;LENÇO;CETIM DE SEDA;X10;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ25267;;CHINA;;;PADRAO;;PRETO/OFF WHITE;FALSO;86,71;898;0,41;0,13;107;;;;;0;0;0;0;1;898;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0676;15/05/2026;06;150,94;1297,98702;0,01298;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FIGURATIVO;RETRATO JOAO C 01/26;LENÇO;CETIM DE SEDA;X10;110X110;LENÇOS;SCARFME;;PC;FALSO;CJ25268;;CHINA;;;PADRAO;;PRETO;FALSO;88,37;1297,99;0,59;0,13;06;;;;;0;0;0;0;1;1297,99;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0677;17/05/2026;06;154,92;954,729622;148,570378;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;RABISCO C 03/26;LENÇO;CETIM DE SEDA;X7;110X110;LENÇOS;SCARFME;;PC;FALSO;CJ25243;;CHINA;;;PADRAO;;PRETO;FALSO;83,77;954,73;0,44;0,13;06;;;;;0;0;0;0;1;954,73;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0693;15/05/2026;03;119,34;735,76732;162,23268;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FIGURATIVO;NY + FLORES C 04/26;LENÇO;CETIM DE SEDA;X10;90X90;LENÇOS;SCARFME;;PC;FALSO;CJ25294 DOBLEFACE;;CHINA;;;PADRAO;;AZUL;FALSO;83,78;735,77;0,34;0,13;03;;;;;0;0;0;0;1;735,77;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.71.0698;17/05/2026;03;111,28;898;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GRAVURA;DISTANCIA C 05/26;LENÇO;CETIM DE SEDA;U7;90X90;LENÇOS;SCARFME;;PC;FALSO;TH26007;;CHINA;;;PADRAO;;AZUL;FALSO;87,61;898;0,41;0,13;03;;;;;0;0;0;0;1;898;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.B1.0090;15/05/2026;03;44,47;198;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;GEOMETRICO;NAIPES 08/25;LENÇO;ALGODÃO;V4;65X65;LENÇOS;SCARFME;;PC;FALSO;9B9373/9B9371-300;;SALETE CAJAMAR;;;PADRAO;;AZUL;FALSO;77,54;198;0,09;0,13;03;;;;;0;0;0;0;1;198;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;13.B2.00B4;17/05/2026;47;146,72;948,1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;DRACENA C 04/26;LENÇO;LÃ;X7;110X110;LENÇOS;SCARFME;;PC;FALSO;X;;CHINA;;;PADRAO;;PINK;FALSO;84,52;948,1;0,43;0,13;47;;;;;0;0;0;0;1;948,1;7;0;0;;;
MORUMBI - JJJ;000055;45.10.0020;16/05/2026;04;96,21;778;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;DEGRADE;DEGRADE C12/22;ECHARPE;MOUSSELINE DE SEDA;24;60X210;LENÇOS;SCARFME;;PC;FALSO;972513;;CHINA;;;PADRAO;;VERDE;FALSO;87,63;778;0,36;0,13;04;;;;;0;0;0;0;1;778;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;45.10.0123;15/05/2026;03;96,21;798;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FIGURATIVO;BAILARINA CARAJA C 04/26;ECHARPE;MOUSSELINE DE SEDA;X10;60X210;LENÇOS;SCARFME;;PC;FALSO;CJ25293;;CHINA;;;PADRAO;;AZUL;FALSO;87,94;798;0,36;0,13;03;;;;;0;0;0;0;1;798;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;45.14.0047;16/05/2026;10;28,62;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ABSTRATO;PRAIA 04/23;ECHARPE;MOUSSELINE DE POLIESTER;O6;45X210;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;91,27;328;0,15;0,13;10;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;45.14.0083;16/05/2026;11;31,03;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;ANIMAL PRINT;COWPRINT 11/24;ECHARPE;MOUSSELINE DE POLIESTER;T6;45X210;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;LARANJA;FALSO;90,54;328;0,15;0,13;11;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;45.14.0092;17/05/2026;04;31,03;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;ACOLHER 03/25;ECHARPE;MOUSSELINE DE POLIESTER;U6;45X210;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VERDE;FALSO;90,54;328;0,15;0,13;04;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;45.14.565;16/05/2026;10;28,63;328;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;PENAS AQUARELA; PENAS 03/20;ECHARPE;MOUSSELINE DE POLIESTER;B6;45X210;LENÇOS;SCARFME;;PC;VERDADEIRO;68498 VAR 600;;SALETE CAJAMAR;;;PADRAO;;MULTICOLOR;FALSO;91,27;328;0,15;0,13;10;;;;;0;0;0;0;1;328;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;A3.43.0044;15/05/2026;14;10,47;162,22932;35,77068;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;KIT DANI FERNANDES 04/26;KIT;LENÇO +  BODY SPLASH;X9;UNICO;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VINHO;FALSO;93,55;162,23;0,07;0,13;14;;;;;0;0;0;0;1;162,23;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;A3.43.0044;17/05/2026;14;10,47;171,33732;26,66268;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;FLORAL;KIT DANI FERNANDES 04/26;KIT;LENÇO +  BODY SPLASH;X9;UNICO;LENÇOS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;VINHO;FALSO;93,89;171,34;0,08;0,13;14;;;;;0;0;0;0;1;171,34;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;A3.44.0045;15/05/2026;01;0,02;0,0199999;0,0000001;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;PERSONALILZADO;KIT GRAPE ZIEL 05/26;KIT;HIDRATANTE + OLEO;X13;UNICO;PROMOCIONAIS;SCARFME;;PC;FALSO;;;SALETE CAJAMAR;;;PADRAO;;BRANCO;FALSO;0;0,01;0;0,26;01;;;;;0;0;0;0;2;0,02;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;I5.01.0002;15/05/2026;14;0,01;0,0081934;0,0018066;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;VIDRO;VINHO FRIDA KAHLO 05/26;VINHO;GRAND CRU;X13;UNICO;PARCERIAS;SCARFME;;PC;FALSO;;;SALETE;;;PADRAO;;VINHO;FALSO;0;0,01;0;0,13;14;;;;;0;0;0;0;1;0,01;7;0;0;;;FEMININO
MORUMBI - JJJ;000055;I5.01.0002;16/05/2026;14;0,01;0,0099999;0,0000001;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000055;FALSO;SCARF ME - MATRIZ JJJ;SUDESTE;;;VIDRO;VINHO FRIDA KAHLO 05/26;VINHO;GRAND CRU;X13;UNICO;PARCERIAS;SCARFME;;PC;FALSO;;;SALETE;;;PADRAO;;VINHO;FALSO;0;0,01;0;0,13;14;;;;;0;0;0;0;1;0,01;7;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;15/05/2026;06;49,98;229,6;98,4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;PRETO;FALSO;78,23;229,6;0,11;0,13;06;;;;;0;0;0;0;1;229,6;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;15/05/2026;28;49,98;229,6;98,4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;AREIA;FALSO;78,23;229,6;0,11;0,13;28;;;;;0;0;0;0;1;229,6;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;15/05/2026;B4;49,98;229,6;98,4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;VERDE MILITAR;FALSO;78,23;229,6;0,11;0,13;B4;;;;;0;0;0;0;1;229,6;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;03;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;AZUL;FALSO;79,68;246;0,11;0,13;03;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;12;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;AZUL TURQUESA;FALSO;79,68;246;0,11;0,13;12;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;26;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;CHOCOLATE;FALSO;79,68;246;0,11;0,13;26;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;30;99,96;492;164;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;JEANS;FALSO;79,68;246;0,23;0,26;30;;;;;0;0;0;0;2;492;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;34;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;MENTA;FALSO;79,68;246;0,11;0,13;34;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;38;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;PRATA;FALSO;79,68;246;0,11;0,13;38;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;44;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;ROSA CLARO;FALSO;79,68;246;0,11;0,13;44;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;84;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;PISCINA;FALSO;79,68;246;0,11;0,13;84;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
OSCAR FREIRE - FSZ;000062;07.06.0002;16/05/2026;B1;49,98;246;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;000062;FALSO;SCARF ME - MATRIZ FSZ;SUDESTE;;;LISO;PASHMINA LISA VISCOSE *;PASHMINA;VISCOSE (PASHMINA);48;70X180;PASHMINA;SCARFME;;PC;FALSO;;;LE SOUK;;;PADRAO;;VERDE FOLHA;FALSO;79,68;246;0,11;0,13;B1;;;;;0;0;0;0;1;246;4;0;0;;;FEMININO
