EMISSAO;FILIAL;FILIAL_DESTINO;ROMANEIO_PRODUTO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;DESC_COR_PRODUTO;QTDE_TOTAL;TIPO_ROMANEIO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;LINHA;COLECAO
2025-01-09;CIDADE DE SP - LLL       ;;013731  ;07.97.0130  ;DUAL TONE II 06/23                      ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;H3    
2025-01-09;CIDADE DE SP - LLL       ;;013731  ;13.46.0259  ;GEOMETRICO CONCEITUAL 06/24             ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;R7    
2025-01-09;CIDADE DE SP - LLL       ;;013731  ;13.46.0274  ;POA CLASSICO 07/24                      ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;S6    
2025-01-09;CIDADE DE SP - LLL       ;;013731  ;28.74.80    ;ARGOLA AMARRAÇÃO 09/19*                 ;37        ;DOURADO                  ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ARGOLA                   ;ACESSÓRIOS               ;89    
2025-01-09;CIDADE DE SP - LLL       ;;013731  ;85.04.0086  ;PANTANAL 03/24                          ;04        ;VERDE                    ;1;TRANSFERENCIA ENTRE LOJAS;TWILLY                   ;CETIM DE SEDA            ;LENÇOS                   ;O8    
2025-01-22;CIDADE DE SP - LLL       ;;013874  ;13.46.0259  ;GEOMETRICO CONCEITUAL 06/24             ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;R7    
2025-01-22;CIDADE DE SP - LLL       ;;013874  ;13.71.0374  ;ESCADARIA DE SANTORINI 05/24            ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;DESCONTINUADO            ;R10   
2025-01-22;CIDADE DE SP - LLL       ;;013874  ;28.22.0025  ;PIPO OLHO GREGO 12/24                   ;13        ;OFF WHITE                ;2;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PIPOCA                   ;ACESSÓRIOS               ;T5    
2025-01-22;CIDADE DE SP - LLL       ;;013874  ;28.L2.0010  ;C. MARBLE FLOWERS CANTIGA 07/24         ;04        ;VERDE                    ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-01-22;CIDADE DE SP - LLL       ;;013874  ;45.14.0052  ;AMAZONIA INDÍGENA 05/23                 ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O8    
2025-01-22;CIDADE DE SP - LLL       ;;013874  ;45.14.0070  ;TRAMAS 06/24                            ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;R7    
2025-01-22;CIDADE DE SP - LLL       ;;013874  ;45.14.0082  ;BANDANA 11/24                           ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;T6    
2025-01-27;CIDADE DE SP - LLL       ;;013889  ;13.46.0129  ;GRAND MOSQUE 04/21                      ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;P5    
2025-01-27;CIDADE DE SP - LLL       ;;013889  ;13.71.0457  ;PRINT SELVAGEM C 11/24                  ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-01-27;CIDADE DE SP - LLL       ;;013889  ;28.05.0071  ;NECES.BUQUES G CRISTAL10/24             ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;NECESSAIRE               ;DESCONTINUADO            ;T2    
2025-01-27;CIDADE DE SP - LLL       ;;013889  ;28.07.0068  ;MALETA NYLA 03/24                       ;121       ;PÊSSEGO                  ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;DESCONTINUADO            ;R6    
2025-01-27;CIDADE DE SP - LLL       ;;013889  ;28.07.33    ;MALETA EMPODERE-SE 04/23                ;79        ;PTO / BCO                ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;ACESSÓRIOS               ;O6    
2025-01-27;CIDADE DE SP - LLL       ;;013889  ;78.02.11    ;BOLSA CLUTCH CANTIGA 08/19              ;37        ;DOURADO                  ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;ALGODÃO/POLIESTER        ;ACESSÓRIOS               ;A3    
2025-01-27;CIDADE DE SP - LLL       ;;013891  ;28.22.0023  ;PIPO JAGUATIRICA DO CERRADO 12/24       ;41        ;CARAMELO                 ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PIPOCA                   ;ACESSÓRIOS               ;T4    
2025-01-27;CIDADE DE SP - LLL       ;;013898  ;28.22.0025  ;PIPO OLHO GREGO 12/24                   ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PIPOCA                   ;ACESSÓRIOS               ;T5    
2025-01-27;CIDADE DE SP - LLL       ;;013904  ;28.22.0024  ;PIPO TIE DYE 12/24                      ;09        ;MARROM                   ;3;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PIPOCA                   ;ACESSÓRIOS               ;T6    
2025-01-27;CIDADE DE SP - LLL       ;;013910  ;28.22.0026  ;PIPO PANTANAL 12/24                     ;04        ;VERDE                    ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;PIPOCA                   ;ACESSÓRIOS               ;O8    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.0131  ;MARBLE FLOWERS 04/23                    ;13        ;OFF WHITE                ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P5    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.0147  ;RAMOS DE PURPURA 06/23                  ;U9        ;PINK/ROXO                ;3;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O9    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.0158  ;VOO 06/23                               ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P2    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.0163  ;TIGRESA 07/23                           ;02        ;AMARELO                  ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P3    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.0166  ;COPACABANA 07/23                        ;10        ;MULTICOLOR               ;3;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P3    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.0173  ;LAPA 07/23                              ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P8    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.0208  ;RAVENALA 11/23                          ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;DESCONTINUADO            ;Q9    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.46.394   ;IPANEMA 05/22                           ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M1    
2025-01-30;CIDADE DE SP - LLL       ;;013988  ;13.71.0365  ;GUARDIAO DA NATUREZA 04/24              ;03        ;AZUL                     ;3;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q6    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;13.67.0098  ;FLAIR DALIA 08/23                       ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;P9    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.0051  ;MARBLE FLOWERS 04/23                    ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;P5    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.0055  ;PANTANAL 05/23                          ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O8    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.0058  ;RAMOS DE PURPURA PINK PURPLE 06/23      ;18        ;ROXO                     ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O9    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.0058  ;RAMOS DE PURPURA PINK PURPLE 06/23      ;U9        ;PINK/ROXO                ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O9    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.0065  ;GUARDIA DA FLORESTA 04/24               ;11        ;LARANJA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;Q6    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.600   ;OLHO GREGO 04/21                        ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;I6    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.612   ;FOLHAGEM TROPICAL 08/21                 ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;J7    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.637   ;FLOW 05/22                              ;04        ;VERDE                    ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.643   ;PENAS CANDY 05/22                       ;10        ;MULTICOLOR               ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-01-30;CIDADE DE SP - LLL       ;;013990  ;45.14.648   ;BEATRIZ 05/22                           ;10        ;MULTICOLOR               ;3;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-02-06;CIDADE DE SP - LLL       ;;014058  ;07.97.0138  ;XADREZ HIMALAIA 08/23                   ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;Q3    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;31        ;MOSTARDA                 ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;L5        ;ROXO CLARO               ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.81.86    ;DUPLA FACE SEDA 04/19                   ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;MODAL COM SEDA           ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.97.0130  ;DUAL TONE II 06/23                      ;16        ;ROSE                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;H3    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.97.0133  ;BABY PURPURA 06/23                      ;18        ;ROXO                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;P6    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.97.0135  ;BABY FLAIR 08/23                        ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;P6    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.97.0138  ;XADREZ HIMALAIA 08/23                   ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;Q3    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.97.101   ;CASHMERE BABY 03/20*                    ;44        ;ROSA CLARO               ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.97.101   ;CASHMERE BABY 03/20*                    ;B1        ;VERDE FOLHA              ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;07.97.105   ;AJA 06/22                               ;123       ;CINZA/VERDE              ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-02-06;CIDADE DE SP - LLL       ;;014059  ;13.A3.05    ;COLAR RESINA E FERRAGENS 11/20          ;06        ;PRETO                    ;2;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;COLAR                    ;ACESSÓRIOS               ;H7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.23.0094  ;ECHARPE DELICADO I17                    ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;41    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.46.0153  ;PAISAGEM AMAZONIA 06/23                 ;C3        ;VERDE/LARANJA            ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P2    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.46.0176  ;ARARA AZUL 07/23                        ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P3    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.46.0178  ;FOLHAGEM AMAZONIA 08/23                 ;04        ;VERDE                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q1    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.46.0181  ;ESPIRITO SANTO 08/23                    ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q1    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.46.0259  ;GEOMETRICO CONCEITUAL 06/24             ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.46.0313  ;OLHOS DE PROTECAO 12/24                 ;86        ;AZUL/VERDE               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;T5    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0365  ;GUARDIAO DA NATUREZA 04/24              ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q6    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0441  ;DEGRADE ARTISTICO C 11/24               ;11        ;LARANJA                  ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;S2    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0441  ;DEGRADE ARTISTICO C 11/24               ;23        ;LILÁS                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;S2    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0451  ;ABSTRATO OMBRE C 11/24                  ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0451  ;ABSTRATO OMBRE C 11/24                  ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0451  ;ABSTRATO OMBRE C 11/24                  ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0451  ;ABSTRATO OMBRE C 11/24                  ;09        ;MARROM                   ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0451  ;ABSTRATO OMBRE C 11/24                  ;18        ;ROXO                     ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0500  ;DEGRADE C 11/24                         ;04        ;VERDE                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0500  ;DEGRADE C 11/24                         ;23        ;LILÁS                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0500  ;DEGRADE C 11/24                         ;42        ;NUDE                     ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0500  ;DEGRADE C 11/24                         ;47        ;PINK                     ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;13.71.0500  ;DEGRADE C 11/24                         ;C9        ;AZUL MARINHO             ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;R7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;14.09.0219  ;NYLA 03/24                              ;35        ;BORDEAUX                 ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;VISCOSE                  ;DESCONTINUADO            ;R6    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.05.10    ;KENZO I17                               ;01        ;BRANCO                   ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;41    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.10.0048  ;MUSA VELUTINA 11/23                     ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;DESCONTINUADO            ;Q9    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.14.0045  ;GALERIA 04/23                           ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O6    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.14.0053  ;CERRADO 05/23                           ;116       ;TERRA                    ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O7    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.14.0075  ;AMOR E CUIDADO 08/24                    ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;S8    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.14.0077  ;GRAFISMOS 09/24                         ;120       ;AZUL/VERDE               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;S9    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.14.0087  ;OLHOS DE PROTECAO 12/24                 ;89        ;OFF WHITE/AZUL           ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;T5    
2025-02-06;CIDADE DE SP - LLL       ;;014060  ;45.14.594   ;BUBBLES 03/21                           ;110       ;AZUL/LARANJA             ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;I5    
2025-02-10;CIDADE DE SP - LLL       ;;014069  ;13.46.0117  ;FLOR FLAMINGO 02/23                     ;M3        ;LAVANDA                  ;1;ENTRADA EXCESSO LOJA     ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O3    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;28.07.0037  ;CLUTCH TRANSVERSAL INDÍGENA 04/23       ;110       ;AZUL/LARANJA             ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;ACESSÓRIOS               ;O8    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;28.07.0065  ;CLUTCH TRANSVERSAL PONTO A PONTO 02/24  ;47        ;PINK                     ;1;TRANSFERENCIA ENTRE LOJAS;ACESSÓRIOS               ;BOLSA                    ;DESCONTINUADO            ;Q2    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.0045  ;GALERIA 04/23                           ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O6    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.0051  ;MARBLE FLOWERS 04/23                    ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;P5    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.0053  ;CERRADO 05/23                           ;116       ;TERRA                    ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O7    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.0065  ;GUARDIA DA FLORESTA 04/24               ;11        ;LARANJA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;Q6    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.600   ;OLHO GREGO 04/21                        ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;I6    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.610   ;NEIVA 09/21                             ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;J8    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.637   ;FLOW 05/22                              ;04        ;VERDE                    ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.640   ;SILVIA 05/22                            ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-02-11;CIDADE DE SP - LLL       ;;014074  ;45.14.650   ;MODERN CUT 05/22                        ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-02-24;CIDADE DE SP - LLL       ;;014172  ;85.03.121   ;NEIVA 12/20                             ;10        ;MULTICOLOR               ;30;BRINDE-DOAÇÃO            ;TWILLY                   ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;H6    
2025-03-10;CIDADE DE SP - LLL       ;;014218  ;13.46.229   ;BANDANA                                 ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;H7    
2025-03-10;CIDADE DE SP - LLL       ;;014218  ;13.71.0477  ;FASES DA LUA C 11/24                    ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;S2    
2025-03-10;CIDADE DE SP - LLL       ;;014218  ;45.14.0052  ;AMAZONIA INDÍGENA 05/23                 ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O8    
2025-03-10;CIDADE DE SP - LLL       ;;014218  ;45.14.612   ;FOLHAGEM TROPICAL 08/21                 ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;J7    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;05        ;VERMELHO                 ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;104       ;VERDE BANDEIRA           ;4;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
