EMISSAO;FILIAL;FILIAL_DESTINO;ROMANEIO_PRODUTO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;DESC_COR_PRODUTO;QTDE_TOTAL;TIPO_ROMANEIO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;LINHA;COLECAO
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;13.71.266   ;COCAR 12/21                             ;06        ;PRETO                    ;3;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;LENÇOS                   ;L1    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;13.B1.0070  ;GRAVATARIA 11/24                        ;09        ;MARROM                   ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;ALGODÃO                  ;LENÇOS                   ;T6    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;13.B1.0080  ;ICONIC 07/25                            ;107       ;PRETO/OFF WHITE          ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO;ALGODÃO;LENÇOS;V1    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;13.B1.0081  ;BRAVIO 07/25                            ;107       ;PRETO/OFF WHITE          ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO;ALGODÃO;LENÇOS;V1    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;13.B1.0084  ;GRUNGE CHAIN 07/25                      ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO;ALGODÃO;LENÇOS;V1    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;13.B1.0084  ;GRUNGE CHAIN 07/25                      ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO;ALGODÃO;LENÇOS;V1    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.07.0019  ;MARBLE FLOWERS C 11/24                  ;35        ;BORDEAUX                 ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;CETIM SEDA               ;LENÇOS                   ;P5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.09.0233  ;FLOR DE MARACATU 02/25                  ;S3        ;VERDE/AMARELO            ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;VISCOSE                  ;DESCONTINUADO            ;T8    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.09.0235  ;CANTO DO GALO 02/25                     ;02        ;AMARELO                  ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;VISCOSE                  ;DESCONTINUADO            ;T8    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.09.0239  ;ENCANTO TROPICAL CARIOCA 02/25          ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;VISCOSE                  ;LENÇOS                   ;U5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.09.0242  ;BATIZADO DE MACUNAIMA 04/25             ;09        ;MARROM                   ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;VISCOSE                  ;LENÇOS                   ;U7    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.09.0252  ;REFLEXO 07/25                           ;38        ;PRATA                    ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX;VISCOSE;LENÇOS;U5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.15.0074  ;RAMOS DE PURPURA 12/23                  ;47        ;PINK                     ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;GEORGETE DE POLIESTER    ;LENÇOS                   ;O9    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.15.0078  ;AVES DO CERRADO 11/24                   ;11        ;LARANJA                  ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;GEORGETE DE POLIESTER    ;LENÇOS                   ;T4    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.15.0084  ;ENCANTO TROPICAL 07/25                  ;03        ;AZUL                     ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX;VISCOSE                  ;LENÇOS;U5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.20.0043  ;BRASIL ANCESTRAL 04/24                  ;02        ;AMARELO                  ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;CETIM DE SEDA            ;LENÇOS                   ;Q6    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.20.0052  ;LEITURA DA SORTE C 11/24                ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;CETIM DE SEDA            ;LENÇOS                   ;T5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.20.0056  ;TELA FLORIDA C 11/24                    ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;CETIM DE SEDA            ;DESCONTINUADO            ;T2    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.20.0057  ;JARDIM ENCANTADO C11/24                 ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;CETIM DE SEDA            ;DESCONTINUADO            ;T2    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;14.20.0059  ;PENAS C 11/24                           ;09        ;MARROM                   ;1;TRANSFERENCIA ENTRE LOJAS;PANNEAUX                 ;CETIM DE SEDA            ;LENÇOS                   ;S9    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;42.01.0007  ;TURBANTE LISO 10/24                     ;42        ;NUDE                     ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T3    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;42.01.0007  ;TURBANTE LISO 10/24                     ;70        ;AZUL ROYAL               ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T3    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;42.01.0008  ;TURBANTE REFUGIO 10/24                  ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;DESCONTINUADO            ;T2    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;42.01.0009  ;TURBANTE AMANHECER FLORIDO 11/24        ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;42.01.0010  ;TURBANTE NEIVA 11/24                    ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;42.01.0011  ;TURBANTE MARBLE FLOWERS 11/24           ;89        ;OFF WHITE/AZUL           ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;42.01.0012  ;TURBANTE PILAR 11/24                    ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;TURBANTE                 ;POLIAMIDA                ;ACESSÓRIOS               ;T7    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.10.0020  ;DEGRADE C12/22                          ;04        ;VERDE                    ;2;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.10.0020  ;DEGRADE C12/22                          ;06        ;PRETO                    ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE SEDA       ;LENÇOS                   ;24    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0038  ;FLOR FLAMINGO 02/23                     ;90        ;MAGENTA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;O3    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0064  ;PODERIO 03/24                           ;90        ;MAGENTA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;DESCONTINUADO            ;R6    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0065  ;GUARDIA DA FLORESTA 04/24               ;11        ;LARANJA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;Q6    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0074  ;GUARDIA DOS PORTAIS 07/24               ;72        ;TURQUESA                 ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;Q6    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0076  ;PENAS 09/24                             ;09        ;MARROM                   ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;S9    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0087  ;OLHOS DE PROTECAO 12/24                 ;89        ;OFF WHITE/AZUL           ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;T5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0090  ;TRACOS DE CORAGEM 03/25                 ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;U4    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0091  ;FLOR DE PODER 03/25                     ;18        ;ROXO                     ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;U4    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.0092  ;ACOLHER 03/25                           ;11        ;LARANJA                  ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;U6    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.612   ;FOLHAGEM TROPICAL 08/21                 ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;J7    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;45.14.644   ;DAMASK 05/22                            ;01        ;BRANCO                   ;1;TRANSFERENCIA ENTRE LOJAS;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;85.03.0233  ;ENCANTO CARIOCA 02/25                   ;03        ;AZUL                     ;2;TRANSFERENCIA ENTRE LOJAS;TWILLY                   ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;U5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;96.03.100   ;KAFTAN GRAND MOSQUE 04/23               ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;CREPE DE SEDA            ;FASHION                  ;P5    
2025-09-03;IGUATEMI SP - JJJ        ;;015071  ;96.95.0140  ;KF EMPODERE-SE LONGO 06/24              ;107       ;PRETO/OFF WHITE          ;1;TRANSFERENCIA ENTRE LOJAS;CAFTAN LONGO             ;VISCOSE                  ;FASHION                  ;Q8    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;02        ;AMARELO                  ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;06        ;PRETO                    ;3;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;104       ;VERDE BANDEIRA           ;2;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;14        ;VINHO                    ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;21        ;CORAL                    ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;38        ;PRATA                    ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;44        ;ROSA CLARO               ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;82        ;FUCSIA                   ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;83        ;ESMERALDA                ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;S2        ;VERDE PISTACHE           ;3;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;V3        ;JADE                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;42        ;NUDE                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;B2        ;CONCRETO                 ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.81.85    ;PASHMINA ARABESCO 04/19*                ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;MODAL COM SEDA           ;INDIA                    ;90    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.97.0134  ;BABY EMPODERE-SE 06/23                  ;107       ;PRETO/OFF WHITE          ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;P6    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.97.0136  ;BABY FLAIR DOURADO 08/23                ;C7        ;PRETO/DOURADO            ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;P6    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.97.0146  ;LIZYE CASHMERE 07/24                    ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;H3    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.97.0151  ;EMBROIDERY 07/24                        ;47        ;PINK                     ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;S7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00A5  ;PASHMINA EM ACRÍLICO 06/23              ;107       ;PRETO/OFF WHITE          ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;P2    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00A7  ;PASHMINA EM ACRILICO 08/23              ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;Q1    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;104       ;VERDE BANDEIRA           ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;121       ;PÊSSEGO                  ;2;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;30        ;JEANS                    ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;31        ;MOSTARDA                 ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;71        ;TERRACOTA                ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;07.A1.00B5  ;PASHMINA LISA EM ACRILICO 04/25         ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;PASHMINA;100% ACRILICO;PASHMINA;U9    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0069  ;BRASIL TROPICAL 22                      ;C6        ;AZUL/AMARELO             ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M6    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0153  ;PAISAGEM AMAZONIA 06/23                 ;C3        ;VERDE/LARANJA            ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P2    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0173  ;LAPA 07/23                              ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;P8    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0179  ;PELOURINHO 08/23                        ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q1    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0181  ;ESPIRITO SANTO 08/23                    ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;Q1    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0299  ;JAGUATIRICA DO CERRADO 11/24            ;18        ;ROXO                     ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;T4    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0299  ;JAGUATIRICA DO CERRADO 11/24            ;71        ;TERRACOTA                ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;T4    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0340  ;FLOR DE PODER 03/25                     ;107       ;PRETO/OFF WHITE          ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U4    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0340  ;FLOR DE PODER 03/25                     ;18        ;ROXO                     ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U4    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0340  ;FLOR DE PODER 03/25                     ;Z5        ;ROSA/AMARELO             ;3;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U4    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0342  ;MAJESTOSA PRINT 03/25                   ;Z5        ;ROSA/AMARELO             ;4;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U4    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0343  ;ENCANTO CARIOCA 02/25                   ;03        ;AZUL                     ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U5    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0354  ;CARTAO POSTAL 04/25                     ;04        ;VERDE                    ;3;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0355  ;AUTORRETRATO 04/25                      ;05        ;VERMELHO                 ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.0356  ;A CUCA 04/25                            ;04        ;VERDE                    ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;U7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.375   ;CAPRICORNIO 02/22                       ;10        ;MULTICOLOR               ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;L5    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.46.384   ;EMMA 02/22                              ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;L3    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0070  ;MARBLE FLOWERS 05/23                    ;35        ;BORDEAUX                 ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0074  ;LOBO GUARÁ DO CERRADO 05/23             ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O8    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0075  ;LOBO GUARÁ DO CERRADO 05/23             ;10        ;MULTICOLOR               ;3;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O8    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0077  ;AMAZÔNIA INDÍGENA 05/23                 ;10        ;MULTICOLOR               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;O8    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0096  ;EMPODERE-SE C12/23                      ;13        ;OFF WHITE                ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;Q8    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0134  ;PENAS C 11/24                           ;09        ;MARROM                   ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;S9    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0138  ;MANDALA DA SORTE C 11/24                ;13        ;OFF WHITE                ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;T5    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.47.0146  ;FLORECER DA VOZ 03/25                   ;22        ;CREME                    ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE SEDA       ;LENÇOS                   ;U4    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.66.0083  ;OLIVEIRA TREND 06/24                    ;102       ;CHÁ VERDE                ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;LINHO                    ;LENÇOS                   ;S2    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.66.0083  ;OLIVEIRA TREND 06/24                    ;B1        ;VERDE FOLHA              ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;LINHO                    ;LENÇOS                   ;S2    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.66.0083  ;OLIVEIRA TREND 06/24                    ;F0        ;VERDE/BEGE               ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;LINHO                    ;LENÇOS                   ;S2    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.66.76    ;BANDANA RED 11/20                       ;05        ;VERMELHO                 ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;VISCOSE                  ;LENÇOS                   ;H7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.66.81    ;GEO LISTRA 11/20                        ;90        ;MAGENTA                  ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;VISCOSE                  ;LENÇOS                   ;H7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.67.0111  ;LEITURA DA SORTE 01/25                  ;89        ;OFF WHITE/AZUL           ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;T5    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.67.0119  ;MORRO DA FAVELA 04/25;03        ;AZUL                     ;2;TRANSFERENCIA ENTRE LOJAS;LENÇO;MOUSSELINE DE SEDA       ;LENÇOS;U7    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.67.70    ;OLHO GREGO 05/22                        ;40        ;MARINHO                  ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;M1    
2025-09-03;IGUATEMI SP - JJJ        ;;015072  ;13.71.0087  ;AMOR E CUIDADO 22                       ;08        ;ROSA                     ;1;TRANSFERENCIA ENTRE LOJAS;LENÇO                    ;CETIM DE SEDA            ;APROVEITAMENTO LENÇO     ;M8    
